file_id	image_path	species	source
77991	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-3.jpg	Diospyros virginiana	lab
77992	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-4.jpg	Diospyros virginiana	lab
77993	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-1.jpg	Diospyros virginiana	lab
77994	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-2.jpg	Diospyros virginiana	lab
77995	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-3.jpg	Diospyros virginiana	lab
77996	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-4.jpg	Diospyros virginiana	lab
77997	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-1.jpg	Diospyros virginiana	lab
77998	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-2.jpg	Diospyros virginiana	lab
77999	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-3.jpg	Diospyros virginiana	lab
78000	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-4.jpg	Diospyros virginiana	lab
78001	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-1.jpg	Diospyros virginiana	lab
78002	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-2.jpg	Diospyros virginiana	lab
78003	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-3.jpg	Diospyros virginiana	lab
78004	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-4.jpg	Diospyros virginiana	lab
78005	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-1.jpg	Diospyros virginiana	lab
78006	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-2.jpg	Diospyros virginiana	lab
78007	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-3.jpg	Diospyros virginiana	lab
78008	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-4.jpg	Diospyros virginiana	lab
78009	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-1.jpg	Diospyros virginiana	lab
78010	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-2.jpg	Diospyros virginiana	lab
78011	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-3.jpg	Diospyros virginiana	lab
78012	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-4.jpg	Diospyros virginiana	lab
78013	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-1.jpg	Diospyros virginiana	lab
78014	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-2.jpg	Diospyros virginiana	lab
78015	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-3.jpg	Diospyros virginiana	lab
78016	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-4.jpg	Diospyros virginiana	lab
78017	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-1.jpg	Diospyros virginiana	lab
78018	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-2.jpg	Diospyros virginiana	lab
78019	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-3.jpg	Diospyros virginiana	lab
78020	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-4.jpg	Diospyros virginiana	lab
78021	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-1.jpg	Diospyros virginiana	lab
78022	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-2.jpg	Diospyros virginiana	lab
78023	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-3.jpg	Diospyros virginiana	lab
78024	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-4.jpg	Diospyros virginiana	lab
78025	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-1.jpg	Diospyros virginiana	lab
78026	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-2.jpg	Diospyros virginiana	lab
78027	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-3.jpg	Diospyros virginiana	lab
78028	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-4.jpg	Diospyros virginiana	lab
78029	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-1.jpg	Diospyros virginiana	lab
78030	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-2.jpg	Diospyros virginiana	lab
78031	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-3.jpg	Diospyros virginiana	lab
78032	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-4.jpg	Diospyros virginiana	lab
78033	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-1.jpg	Diospyros virginiana	lab
78034	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-2.jpg	Diospyros virginiana	lab
78035	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-3.jpg	Diospyros virginiana	lab
78036	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-4.jpg	Diospyros virginiana	lab
78037	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-1.jpg	Diospyros virginiana	lab
78038	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-2.jpg	Diospyros virginiana	lab
78039	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-3.jpg	Diospyros virginiana	lab
78040	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-4.jpg	Diospyros virginiana	lab
78041	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-1.jpg	Diospyros virginiana	lab
78042	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-2.jpg	Diospyros virginiana	lab
78043	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-3.jpg	Diospyros virginiana	lab
78044	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-4.jpg	Diospyros virginiana	lab
78045	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-1.jpg	Diospyros virginiana	lab
78046	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-2.jpg	Diospyros virginiana	lab
78047	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-3.jpg	Diospyros virginiana	lab
78048	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-4.jpg	Diospyros virginiana	lab
78049	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-1.jpg	Diospyros virginiana	lab
78050	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-2.jpg	Diospyros virginiana	lab
78051	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-3.jpg	Diospyros virginiana	lab
78052	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-4.jpg	Diospyros virginiana	lab
78053	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-1.jpg	Diospyros virginiana	lab
78054	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-2.jpg	Diospyros virginiana	lab
78055	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-3.jpg	Diospyros virginiana	lab
78056	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-4.jpg	Diospyros virginiana	lab
78057	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-1.jpg	Diospyros virginiana	lab
78058	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-2.jpg	Diospyros virginiana	lab
78059	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-3.jpg	Diospyros virginiana	lab
78060	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-4.jpg	Diospyros virginiana	lab
78061	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-02-1.jpg	Diospyros virginiana	lab
78062	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-02-2.jpg	Diospyros virginiana	lab
78063	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-02-3.jpg	Diospyros virginiana	lab
78064	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-02-4.jpg	Diospyros virginiana	lab
78065	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-03-1.jpg	Diospyros virginiana	lab
78066	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-03-2.jpg	Diospyros virginiana	lab
78067	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-03-3.jpg	Diospyros virginiana	lab
78068	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-03-4.jpg	Diospyros virginiana	lab
78069	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-04-1.jpg	Diospyros virginiana	lab
78070	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-04-2.jpg	Diospyros virginiana	lab
78071	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-04-3.jpg	Diospyros virginiana	lab
78072	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-04-4.jpg	Diospyros virginiana	lab
78073	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-05-1.jpg	Diospyros virginiana	lab
78074	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-05-2.jpg	Diospyros virginiana	lab
78075	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-05-3.jpg	Diospyros virginiana	lab
78076	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-05-4.jpg	Diospyros virginiana	lab
78077	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-06-1.jpg	Diospyros virginiana	lab
78078	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-06-2.jpg	Diospyros virginiana	lab
78079	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-06-3.jpg	Diospyros virginiana	lab
78080	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-06-4.jpg	Diospyros virginiana	lab
78081	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-07-1.jpg	Diospyros virginiana	lab
78082	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-07-2.jpg	Diospyros virginiana	lab
78083	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-07-3.jpg	Diospyros virginiana	lab
78084	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-07-4.jpg	Diospyros virginiana	lab
78085	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-08-1.jpg	Diospyros virginiana	lab
78086	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-08-2.jpg	Diospyros virginiana	lab
78087	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-08-3.jpg	Diospyros virginiana	lab
78088	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-08-4.jpg	Diospyros virginiana	lab
78089	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-09-1.jpg	Diospyros virginiana	lab
78090	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-09-2.jpg	Diospyros virginiana	lab
78091	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-09-3.jpg	Diospyros virginiana	lab
78092	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-09-4.jpg	Diospyros virginiana	lab
78093	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-10-1.jpg	Diospyros virginiana	lab
78094	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-10-2.jpg	Diospyros virginiana	lab
78095	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-10-3.jpg	Diospyros virginiana	lab
78096	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-10-4.jpg	Diospyros virginiana	lab
78097	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-01-1.jpg	Diospyros virginiana	lab
78098	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-01-2.jpg	Diospyros virginiana	lab
78099	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-01-3.jpg	Diospyros virginiana	lab
78100	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-01-4.jpg	Diospyros virginiana	lab
78101	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-02-1.jpg	Diospyros virginiana	lab
78102	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-02-2.jpg	Diospyros virginiana	lab
78103	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-02-3.jpg	Diospyros virginiana	lab
78104	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-02-4.jpg	Diospyros virginiana	lab
78105	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-03-1.jpg	Diospyros virginiana	lab
78106	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-03-2.jpg	Diospyros virginiana	lab
78107	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-03-3.jpg	Diospyros virginiana	lab
78108	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-03-4.jpg	Diospyros virginiana	lab
78109	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-04-1.jpg	Diospyros virginiana	lab
78110	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-04-2.jpg	Diospyros virginiana	lab
78111	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-04-3.jpg	Diospyros virginiana	lab
78112	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-04-4.jpg	Diospyros virginiana	lab
78113	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-05-1.jpg	Diospyros virginiana	lab
78114	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-05-2.jpg	Diospyros virginiana	lab
78115	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-05-3.jpg	Diospyros virginiana	lab
78116	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-05-4.jpg	Diospyros virginiana	lab
78117	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-06-1.jpg	Diospyros virginiana	lab
78118	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-06-2.jpg	Diospyros virginiana	lab
78119	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-06-3.jpg	Diospyros virginiana	lab
78120	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-06-4.jpg	Diospyros virginiana	lab
78121	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-07-1.jpg	Diospyros virginiana	lab
78122	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-07-2.jpg	Diospyros virginiana	lab
78123	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-07-3.jpg	Diospyros virginiana	lab
78124	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-07-4.jpg	Diospyros virginiana	lab
78125	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-08-1.jpg	Diospyros virginiana	lab
78126	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-08-2.jpg	Diospyros virginiana	lab
78127	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-08-3.jpg	Diospyros virginiana	lab
78128	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-08-4.jpg	Diospyros virginiana	lab
78129	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-09-1.jpg	Diospyros virginiana	lab
78130	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-09-2.jpg	Diospyros virginiana	lab
78131	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-09-3.jpg	Diospyros virginiana	lab
78132	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-09-4.jpg	Diospyros virginiana	lab
78133	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-10-1.jpg	Diospyros virginiana	lab
78134	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-10-2.jpg	Diospyros virginiana	lab
78135	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-10-3.jpg	Diospyros virginiana	lab
78136	dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-10-4.jpg	Diospyros virginiana	lab
79603	dataset/images/field/diospyros_virginiana/12991999785260.jpg	Diospyros virginiana	field
79604	dataset/images/field/diospyros_virginiana/12991999790951.jpg	Diospyros virginiana	field
79605	dataset/images/field/diospyros_virginiana/12991999800320.jpg	Diospyros virginiana	field
79606	dataset/images/field/diospyros_virginiana/12991999813493.jpg	Diospyros virginiana	field
79607	dataset/images/field/diospyros_virginiana/12991999821242.jpg	Diospyros virginiana	field
79608	dataset/images/field/diospyros_virginiana/12991999838005.jpg	Diospyros virginiana	field
79609	dataset/images/field/diospyros_virginiana/12991999842234.jpg	Diospyros virginiana	field
79610	dataset/images/field/diospyros_virginiana/12991999853014.jpg	Diospyros virginiana	field
79611	dataset/images/field/diospyros_virginiana/12991999861506.jpg	Diospyros virginiana	field
79612	dataset/images/field/diospyros_virginiana/12991999873704.jpg	Diospyros virginiana	field
79613	dataset/images/field/diospyros_virginiana/12991999887824.jpg	Diospyros virginiana	field
79614	dataset/images/field/diospyros_virginiana/12991999894981.jpg	Diospyros virginiana	field
79615	dataset/images/field/diospyros_virginiana/12991999900032.jpg	Diospyros virginiana	field
79616	dataset/images/field/diospyros_virginiana/12991999915655.jpg	Diospyros virginiana	field
79617	dataset/images/field/diospyros_virginiana/12991999922620.jpg	Diospyros virginiana	field
79618	dataset/images/field/diospyros_virginiana/12991999944500.jpg	Diospyros virginiana	field
79619	dataset/images/field/diospyros_virginiana/12991999957761.jpg	Diospyros virginiana	field
79620	dataset/images/field/diospyros_virginiana/12991999969436.jpg	Diospyros virginiana	field
79621	dataset/images/field/diospyros_virginiana/12991999975033.jpg	Diospyros virginiana	field
79622	dataset/images/field/diospyros_virginiana/12991999983148.jpg	Diospyros virginiana	field
79623	dataset/images/field/diospyros_virginiana/12991999997216.jpg	Diospyros virginiana	field
79624	dataset/images/field/diospyros_virginiana/12992000005947.jpg	Diospyros virginiana	field
79625	dataset/images/field/diospyros_virginiana/12992000014268.jpg	Diospyros virginiana	field
79626	dataset/images/field/diospyros_virginiana/12992000027292.jpg	Diospyros virginiana	field
79627	dataset/images/field/diospyros_virginiana/12992000037614.jpg	Diospyros virginiana	field
79628	dataset/images/field/diospyros_virginiana/12992000040240.jpg	Diospyros virginiana	field
79629	dataset/images/field/diospyros_virginiana/12992000042158.jpg	Diospyros virginiana	field
79630	dataset/images/field/diospyros_virginiana/12992000042109.jpg	Diospyros virginiana	field
79631	dataset/images/field/diospyros_virginiana/12992000053502.jpg	Diospyros virginiana	field
79632	dataset/images/field/diospyros_virginiana/12992000059860.jpg	Diospyros virginiana	field
79633	dataset/images/field/diospyros_virginiana/12992000057134.jpg	Diospyros virginiana	field
79634	dataset/images/field/diospyros_virginiana/12992000059607.jpg	Diospyros virginiana	field
79635	dataset/images/field/diospyros_virginiana/12992000065460.jpg	Diospyros virginiana	field
79636	dataset/images/field/diospyros_virginiana/12992000079622.jpg	Diospyros virginiana	field
79637	dataset/images/field/diospyros_virginiana/12992000079599.jpg	Diospyros virginiana	field
79638	dataset/images/field/diospyros_virginiana/12992000075499.jpg	Diospyros virginiana	field
79639	dataset/images/field/diospyros_virginiana/12992000070139.jpg	Diospyros virginiana	field
79640	dataset/images/field/diospyros_virginiana/12992000088076.jpg	Diospyros virginiana	field
79641	dataset/images/field/diospyros_virginiana/12992000085235.jpg	Diospyros virginiana	field
79642	dataset/images/field/diospyros_virginiana/12992000088883.jpg	Diospyros virginiana	field
79643	dataset/images/field/diospyros_virginiana/12992000090239.jpg	Diospyros virginiana	field
79644	dataset/images/field/diospyros_virginiana/12992000095666.jpg	Diospyros virginiana	field
79645	dataset/images/field/diospyros_virginiana/12992000103882.jpg	Diospyros virginiana	field
79646	dataset/images/field/diospyros_virginiana/12992000117223.jpg	Diospyros virginiana	field
79647	dataset/images/field/diospyros_virginiana/12992000124735.jpg	Diospyros virginiana	field
79648	dataset/images/field/diospyros_virginiana/12992000135532.jpg	Diospyros virginiana	field
79649	dataset/images/field/diospyros_virginiana/12992000147313.jpg	Diospyros virginiana	field
79650	dataset/images/field/diospyros_virginiana/12992000156973.jpg	Diospyros virginiana	field
74753	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-01-1.jpg	Ulmus americana	lab
74754	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-01-2.jpg	Ulmus americana	lab
74755	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-01-3.jpg	Ulmus americana	lab
74756	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-01-4.jpg	Ulmus americana	lab
74757	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-02-1.jpg	Ulmus americana	lab
74758	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-02-2.jpg	Ulmus americana	lab
74759	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-02-3.jpg	Ulmus americana	lab
74760	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-02-4.jpg	Ulmus americana	lab
74761	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-03-1.jpg	Ulmus americana	lab
74762	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-03-2.jpg	Ulmus americana	lab
74763	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-03-3.jpg	Ulmus americana	lab
74764	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-03-4.jpg	Ulmus americana	lab
74765	dataset/images/lab/Auto_cropped/ulmus_americana/pi0020-04-1.jpg	Ulmus americana	lab
